

gen best mean std div
0 46.709285 -1.799591 10.147612 0.761812
1 46.709285 3.265285 13.955892 0.750715
2 46.821898 9.696157 16.538624 0.740064
3 46.821898 17.654018 16.877005 0.725929
4 46.863571 26.450906 15.854893 0.703185
5 64.145186 34.099804 14.92811 0.643074
6 64.145186 39.882902 12.501914 0.564894
7 64.145186 42.925787 10.263976 0.457451
8 69.812272 44.892188 9.91229 0.386623
9 69.812272 46.279912 9.244394 0.288773
10 72.901687 47.744951 10.758367 0.254156
11 84.479741 48.558807 12.004827 0.214979
12 84.479741 48.255325 12.850857 0.164971
13 84.479741 48.001203 13.673124 0.128894
14 84.479741 48.255662 13.464154 0.131085
15 84.479741 49.943693 14.09293 0.09014
16 84.479741 51.509762 14.780687 0.090854
17 84.479741 52.521936 15.734032 0.09149
18 84.479741 53.235345 16.681767 0.091984
19 84.479741 53.257004 16.921582 0.091366
20 84.479741 54.790094 17.062312 0.090689
21 84.479741 56.251538 15.539674 0.091306
22 84.479741 56.610377 15.698174 0.089241
23 86.775113 56.629365 16.820915 0.086194
24 86.775113 56.943578 16.825375 0.086795
25 86.775113 56.803748 17.086622 0.086216
26 86.775113 58.678221 17.739214 0.086595
27 86.775113 59.23798 17.266779 0.087114
28 86.775113 58.250224 17.703381 0.085902
29 86.775113 58.261785 17.720835 0.085711
30 86.775113 58.865844 18.230204 0.085425
31 86.775113 60.637207 17.052924 0.081223
32 86.775113 60.533178 17.336036 0.081485
33 86.775113 61.101456 16.94325 0.081118
34 86.775113 62.216427 17.720308 0.081641
35 86.775113 61.752752 18.420821 0.079802
36 86.775113 60.721544 18.450959 0.078903
37 86.775113 60.558716 18.032593 0.078942
38 86.775113 61.053297 18.547984 0.078242
39 86.775113 62.532761 17.588322 0.076739
40 86.775113 62.56027 17.977884 0.07623
41 87.346629 64.476229 17.736034 0.076468
42 87.346629 64.467881 17.164384 0.075174
43 87.346629 64.215788 17.871936 0.074112
44 87.346629 65.08916 18.629167 0.073304
45 87.346629 64.655199 18.171781 0.073804
46 87.346629 65.202013 18.036305 0.072281
47 87.775379 63.872611 19.830904 0.071791
48 87.775379 64.339172 19.813462 0.072361
49 87.775379 65.789232 18.566814 0.072246
50 87.775379 65.866937 17.614872 0.07497
51 87.775379 65.560983 17.56356 0.073096
52 87.775379 65.493398 17.376981 0.075058
53 87.775379 64.144666 18.31066 0.07519
54 87.775379 64.583787 18.290226 0.07515
55 87.775379 65.703628 17.354573 0.075226
56 87.775379 67.747933 16.763723 0.073459
57 87.775379 68.846657 14.917693 0.073693
58 87.775379 68.290913 15.796458 0.074271
59 87.775379 70.27075 14.86052 0.073014
60 87.775379 70.323147 15.026071 0.074782
61 88.078543 71.021301 14.026796 0.075319
62 88.078543 68.730943 16.467483 0.074953
63 88.078543 68.23469 18.124435 0.075143
64 88.203384 70.364734 16.909809 0.075781
65 88.203384 70.220232 16.187657 0.076179
66 88.203384 70.209789 15.192637 0.07529
67 88.203384 70.469956 15.636922 0.07551
68 88.203384 71.362988 14.874825 0.076627
69 88.203384 70.633223 16.493998 0.077175
70 88.203384 69.67036 16.606426 0.077677
71 88.203384 70.00865 16.708115 0.078188
72 88.203384 67.911581 17.203088 0.077535
73 88.203384 67.721717 16.485298 0.077081
74 88.203384 67.231523 16.295804 0.079255
75 88.203384 69.022842 14.846463 0.080868
76 88.203384 66.981455 16.64234 0.081605
77 88.203384 68.473948 16.070921 0.081185
78 88.203384 68.495482 16.126261 0.080807
79 88.203384 68.236988 16.70397 0.082626
80 88.203384 67.736303 16.275843 0.08262
81 88.203384 67.933718 16.330398 0.082791
82 88.203384 68.806577 17.014801 0.080875
83 88.203384 68.344151 17.704488 0.081911
84 88.203384 67.828095 17.63547 0.080482
85 88.203384 69.053615 16.637415 0.079858
86 88.203384 69.22168 16.714536 0.079351
87 88.203384 68.204572 18.194705 0.079152
88 88.203384 67.043673 17.836055 0.079136
89 88.203384 67.797615 18.401685 0.080628
90 88.203384 70.225012 16.439359 0.08041
91 88.203384 69.179338 16.60402 0.082277
92 88.203384 68.354567 17.314198 0.081911
93 88.203384 70.691154 15.289529 0.081415
94 88.203384 69.947854 16.166162 0.082312
95 88.203384 68.126278 18.511591 0.081859
96 88.203384 68.742003 17.150187 0.080538
97 88.203384 68.600099 17.082508 0.080006
98 88.203384 69.693661 16.970992 0.080615
99 88.203384 67.506221 18.773852 0.07907
100 88.203384 66.928825 19.872801 0.077552
101 88.203384 67.799739 19.253273 0.077955
102 88.203384 70.534277 17.309584 0.078867
103 88.203384 70.220425 16.818484 0.077652
104 88.203384 72.137723 14.529746 0.078592
105 88.203384 71.587865 15.250062 0.07802
106 88.203384 71.31071 14.676585 0.078161
107 88.203384 71.538938 15.260365 0.079941
108 88.203384 71.108083 15.54942 0.079846
109 88.203384 70.00594 16.026976 0.07911
110 88.203384 69.108257 16.976198 0.080672
111 88.203384 67.669275 18.522256 0.079798
112 88.203384 67.685602 18.615415 0.078347
113 88.203384 68.504496 18.444246 0.076517
114 88.203384 71.150816 16.018844 0.074434
