

gen best mean std div
0 43.327732 -3.189783 9.597999 0.760876
1 46.608524 0.096711 12.356079 0.74084
2 46.69363 5.272962 15.425246 0.731431
3 47.637967 12.704253 18.028303 0.728548
4 47.637967 21.362741 17.372479 0.707755
5 47.653055 29.449623 14.497585 0.667671
6 47.653055 33.973982 12.431128 0.630851
7 47.653055 35.009671 13.207477 0.60517
8 47.653055 37.902417 11.708875 0.561101
9 47.653055 37.913255 12.080767 0.536468
10 47.653055 38.645386 11.301573 0.529664
11 47.653055 39.113809 10.934876 0.523342
12 47.653055 39.219219 11.938281 0.51046
13 49.541475 40.273244 9.278268 0.493304
14 49.541475 39.12278 11.359256 0.473132
15 52.565153 39.786878 10.335149 0.469951
16 52.565153 41.449812 9.052255 0.459195
17 52.566534 43.323636 7.540366 0.459751
18 53.208918 42.698386 8.824296 0.45522
19 53.208918 42.794667 8.488487 0.454913
20 53.208918 42.953803 9.681099 0.430463
21 64.730444 42.973329 8.539435 0.424158
22 64.730444 41.997348 10.541241 0.433732
23 75.25437 41.837306 11.965335 0.427478
24 75.25437 42.247812 11.802575 0.392434
25 75.25437 42.473791 13.455141 0.40344
26 75.25437 42.292562 14.421642 0.389637
27 75.25437 45.028924 12.936748 0.362433
28 78.509538 45.615966 14.735406 0.330795
29 78.509538 46.460708 14.166104 0.286585
30 78.509538 46.546898 15.140732 0.286949
31 78.509538 47.462534 15.417824 0.287006
32 78.598708 47.584499 15.546593 0.263357
33 78.598708 48.590281 15.209543 0.234555
34 78.598708 49.06241 15.842638 0.199017
35 78.598708 49.399007 16.842821 0.197878
36 78.598708 50.885391 16.048115 0.197925
37 78.598708 52.501903 15.433825 0.177306
38 78.598708 53.328754 15.043772 0.177144
39 79.94274 53.686693 16.163704 0.177338
40 79.94274 53.926596 16.791411 0.150538
41 79.94274 54.997622 15.66237 0.113628
42 79.94274 53.75606 16.592844 0.113272
43 79.94274 54.632727 16.505733 0.114195
44 79.94274 54.754624 17.385046 0.113911
45 79.94274 53.742692 16.835465 0.114324
46 79.94274 54.607479 16.490413 0.114418
47 79.94274 56.203371 17.62767 0.112939
48 79.94274 56.447718 17.286757 0.112086
49 79.94274 57.619126 16.529845 0.10932
50 86.581485 58.570447 16.658341 0.106327
51 86.946456 58.563581 18.286073 0.106542
52 86.946456 59.118553 18.309657 0.104382
53 86.946456 60.189523 18.210413 0.103414
54 86.946456 61.819912 16.904194 0.100669
55 86.946456 60.530778 18.574651 0.096247
56 86.946456 61.298469 18.62649 0.096569
57 86.946456 61.502108 17.613588 0.095884
58 86.946456 61.009012 18.157146 0.092326
59 86.946456 60.320522 19.339934 0.089576
60 86.946456 62.114466 18.320028 0.087953
61 86.946456 62.47955 17.890692 0.086484
62 86.946456 62.290707 18.993256 0.082826
63 86.946456 61.470051 18.839594 0.083661
64 86.946456 63.071112 17.768813 0.082745
65 86.946456 62.728154 18.9689 0.083378
66 86.946456 63.004256 18.596091 0.080794
67 86.946456 61.999276 19.253565 0.081745
68 87.496499 61.354021 20.816947 0.080176
69 87.496499 62.303328 19.284744 0.080216
70 87.496499 61.130706 19.473689 0.080509
71 87.496499 62.394428 19.006244 0.080739
72 87.496499 61.781536 18.83704 0.081224
73 87.496499 61.78561 18.57149 0.081751
74 87.496499 63.718617 17.278264 0.082851
75 87.496499 62.150634 18.563967 0.083791
76 87.496499 61.08785 18.436659 0.085481
77 87.496499 61.759167 18.43573 0.086309
78 87.496499 61.885702 18.561505 0.086889
79 87.496499 62.770788 17.8672 0.089038
80 87.496499 63.972349 16.685055 0.090193
81 87.496499 63.753884 16.796585 0.091525
82 87.496499 64.890697 14.614077 0.091325
83 87.496499 62.55328 17.351516 0.092905
84 87.496499 63.972387 16.247312 0.095249
85 87.496499 65.169271 14.988265 0.097247
86 87.496499 62.51735 17.416388 0.099601
