

gen best mean std div
0 29.748067 -2.274716 8.520341 0.760982
1 43.607225 1.309098 11.216438 0.752016
2 43.607225 6.368901 12.530892 0.741989
3 43.607225 10.609692 12.730697 0.730948
4 43.607225 16.710152 11.340457 0.711477
5 43.607225 20.990593 9.892488 0.682605
6 43.607225 23.568346 8.575528 0.647772
7 58.752932 25.215946 9.984715 0.635544
8 58.752932 27.66691 10.276891 0.600395
9 58.752932 28.562067 10.341899 0.590897
10 58.752932 30.449401 10.979638 0.590249
11 58.752932 31.595476 10.959281 0.574053
12 58.752932 33.376375 11.739085 0.54157
13 58.752932 34.27244 12.094448 0.531012
14 58.752932 34.091029 13.485773 0.526805
15 75.042662 37.091083 14.373911 0.489497
16 75.042662 38.342546 14.237362 0.464971
17 75.042662 39.531333 13.910263 0.410569
18 78.317128 41.168135 14.997667 0.365619
19 78.317128 43.589945 14.976698 0.313559
20 78.317128 44.288334 15.348904 0.292277
21 78.317128 46.124309 14.474564 0.243187
22 78.317128 45.325868 15.265657 0.226105
23 78.317128 47.444905 14.922951 0.187613
24 78.317128 47.694905 15.438034 0.161799
25 78.317128 48.155157 15.971609 0.123978
26 78.317128 48.698569 15.978926 0.125292
27 78.317128 49.85464 15.542759 0.126827
28 78.607862 51.248664 15.413354 0.084432
29 78.607862 52.262402 14.651792 0.084437
30 78.607862 53.517013 14.373456 0.087203
31 78.607862 53.889366 15.348473 0.087498
32 84.635495 53.211349 16.207746 0.085018
33 84.635495 53.971197 17.197153 0.085749
34 84.673962 55.341583 16.57736 0.088931
35 84.673962 53.834553 17.243377 0.091783
36 84.673962 55.236256 16.595673 0.092084
37 84.739726 56.16295 17.925895 0.092892
38 84.739726 57.559129 17.231772 0.09517
39 84.739726 58.547155 16.921554 0.094871
40 84.739726 58.782413 17.030183 0.095963
41 84.739726 59.27032 17.552135 0.095189
42 84.739726 58.373912 17.882507 0.096291
43 84.739726 59.507024 16.816961 0.097894
44 84.739726 58.508961 17.313877 0.101072
45 84.739726 57.048899 17.841619 0.100698
46 84.739726 56.367103 17.277051 0.102701
47 84.739726 55.830742 18.016623 0.104849
48 84.739726 57.898484 16.567037 0.10162
49 84.739726 58.221317 18.402193 0.101111
50 84.739726 58.931302 18.777688 0.09962
51 84.739726 59.884672 17.776357 0.100088
52 84.739726 59.539988 17.453451 0.100255
53 84.739726 58.810949 17.468734 0.100278
54 84.739726 61.072035 15.960446 0.101096
55 84.739726 58.496465 17.862621 0.102782
56 84.739726 60.515694 16.425047 0.099984
57 84.739726 60.611375 16.246339 0.098304
58 84.739726 61.225758 15.525294 0.0971
59 84.739726 62.062182 15.088514 0.094442
60 84.739726 61.770364 15.816835 0.094
61 84.739726 63.605727 14.516554 0.092279
62 84.739726 62.469702 16.223195 0.093652
63 84.739726 62.621832 15.892796 0.092671
64 84.739726 60.312237 17.109665 0.091859
65 84.739726 59.627546 17.169576 0.091728
66 84.739726 60.345108 16.740801 0.094512
67 84.739726 60.30238 17.511994 0.091664
68 84.739726 59.9348 17.960649 0.092425
69 84.739726 61.611843 16.717724 0.091395
70 84.739726 60.882752 18.217705 0.089837
71 84.739726 62.049379 17.914041 0.090737
72 84.739726 62.871309 18.092248 0.0864
73 84.739726 61.216904 18.602587 0.085405
74 84.739726 60.771418 18.52759 0.08658
75 84.739726 60.702384 18.987611 0.085114
76 84.739726 61.222781 18.561235 0.084035
77 84.739726 61.997233 18.742135 0.084723
78 84.739726 62.264414 17.676607 0.083533
79 84.739726 63.68185 16.835076 0.083869
80 84.739726 63.171032 16.849374 0.081125
81 84.739726 62.844805 17.454259 0.076879
82 84.835812 62.817058 18.253152 0.077054
83 84.835812 62.399466 18.572379 0.077668
84 84.835812 63.787016 17.201389 0.076792
85 84.835812 64.218768 17.503627 0.077001
86 84.835812 63.609485 17.756402 0.076092
87 84.835812 63.007173 18.023398 0.073237
88 84.835812 61.543494 19.040241 0.072326
89 84.835812 62.917278 17.931685 0.071488
90 84.835812 60.35687 17.575087 0.074261
91 84.835812 59.642858 19.036593 0.072576
92 84.835812 60.175957 18.232888 0.072207
93 84.835812 60.395492 18.04328 0.07406
94 84.909447 61.263077 17.936459 0.075364
95 84.909447 59.263357 19.151244 0.076049
96 84.909447 61.98841 17.390623 0.076648
97 84.909447 62.490486 17.269359 0.075424
98 84.909447 60.982964 18.102209 0.07426
99 84.909447 61.137329 17.73036 0.075112
100 84.909447 60.135843 17.897665 0.074506
101 84.909447 62.075773 16.721321 0.073822
102 84.909447 61.288192 18.033594 0.073108
103 84.909447 62.127506 17.685257 0.069853
