

gen best mean std div
0 45.097324 -2.709993 8.59085 0.7629
1 51.024144 1.128553 12.24793 0.751307
2 51.024144 5.420747 14.068161 0.73909
3 64.68005 11.851665 16.102878 0.732091
4 64.68005 19.409533 16.012362 0.721812
5 64.68005 24.646041 16.358582 0.699577
6 64.68005 30.507064 15.42055 0.668487
7 64.68005 33.782984 14.375048 0.640272
8 70.013993 37.484134 14.036014 0.597552
9 70.013993 39.213129 13.678659 0.558405
10 70.013993 40.930188 13.963526 0.519079
11 70.016922 42.668402 14.046433 0.471483
12 74.884093 43.660703 14.021841 0.442972
13 78.360613 45.781303 13.966955 0.423276
14 78.360613 47.407137 13.866289 0.393371
15 78.360613 48.733873 13.790969 0.350153
16 78.360613 48.706833 14.87927 0.3081
17 78.360613 50.472783 14.376213 0.289131
18 78.360613 51.534427 13.398825 0.275853
19 78.360613 51.629784 14.248895 0.276365
20 78.360613 52.473104 13.501575 0.257878
21 78.360613 52.558516 13.691303 0.253532
22 78.360613 52.344722 14.730787 0.239915
23 78.360613 54.164966 14.621155 0.222907
24 78.506775 54.145816 14.992061 0.169857
25 78.506775 53.757113 15.533852 0.152893
26 78.506775 54.43851 15.447026 0.127252
27 78.506775 55.010508 15.871792 0.126878
28 78.506775 55.844728 15.274476 0.129582
29 78.506775 56.984271 14.484121 0.130673
30 78.506775 58.598148 14.026927 0.129779
31 78.506775 58.717356 14.475845 0.129933
32 78.70242 59.600878 14.391441 0.130967
33 78.70242 59.774413 14.578284 0.130527
34 78.70242 59.519385 14.13426 0.131754
35 78.70242 57.96877 15.501708 0.132098
36 78.70242 57.942041 15.90176 0.132316
37 78.70242 58.827846 15.198372 0.126126
38 78.70242 57.814275 15.768228 0.126763
39 78.70242 59.18552 13.829381 0.098961
40 78.70242 58.924715 14.266308 0.100157
41 78.70242 58.206671 15.355241 0.099957
42 78.70242 59.185968 15.081716 0.100786
43 78.70242 59.493753 15.388158 0.100674
44 78.99525 59.407685 15.45029 0.10057
45 78.99525 59.173831 16.21144 0.101237
46 78.99525 59.746532 15.379377 0.099619
47 78.99525 60.062471 15.281732 0.100775
48 78.99525 60.933254 14.313827 0.101276
49 78.99525 60.978264 14.767052 0.102402
50 78.99525 62.192849 13.038672 0.102385
51 78.99525 61.71208 13.695762 0.102251
52 78.99525 61.969324 14.360526 0.103271
53 78.99525 62.344086 13.567124 0.103909
54 78.99525 62.030862 13.73756 0.105549
55 78.99525 62.880817 12.459286 0.105003
56 79.071952 62.519236 13.70995 0.105111
57 79.071952 61.741373 14.3452 0.105603
58 79.071952 61.627414 14.61545 0.107567
59 79.071952 61.1132 14.882645 0.107558
60 79.071952 63.437075 11.98902 0.107785
61 79.071952 62.739752 13.586121 0.107895
