

gen best mean std div
0 43.750543 -2.403966 9.133546 0.759592
1 43.750543 1.062779 11.975977 0.746497
2 47.283717 6.893563 15.075487 0.735933
3 64.387621 14.66814 16.785316 0.725876
4 64.387621 21.505084 14.890919 0.704768
5 64.387621 26.537771 14.764827 0.685313
6 64.495377 31.994381 14.732624 0.640305
7 64.495377 35.705133 14.074287 0.591396
8 67.405748 39.990841 13.81698 0.547925
9 70.155772 41.999245 13.54718 0.509048
10 70.155772 43.125931 12.689272 0.468492
11 70.155772 45.270756 12.066332 0.444184
12 70.155772 46.040971 12.069842 0.43867
13 70.155772 47.199167 11.536473 0.426953
14 70.155772 48.494214 11.208214 0.425507
15 70.155772 49.594525 10.70503 0.41669
16 70.320195 49.913714 11.116655 0.419736
17 70.320195 48.92619 11.662034 0.419766
18 70.320195 49.780485 11.900758 0.41621
19 70.320195 48.84683 13.296884 0.422553
20 70.320195 49.694228 12.337075 0.419021
21 70.320195 50.740481 12.053445 0.419352
22 70.320195 51.085797 11.699407 0.439814
23 70.320195 51.594822 11.403032 0.439601
24 74.847932 51.674108 12.790571 0.442427
25 74.847932 51.792369 12.660752 0.446394
26 74.847932 52.537786 12.340664 0.443109
27 74.896719 54.061199 10.89149 0.440038
28 78.766254 54.549018 10.618858 0.429068
29 78.766254 54.504452 10.798911 0.413918
30 78.766254 53.836779 12.707806 0.392945
31 78.766254 53.779039 12.415953 0.382205
32 78.766254 55.276382 11.36715 0.355317
33 78.766254 54.089892 12.083985 0.338161
34 78.766254 55.630446 11.019732 0.325178
35 78.766254 54.855147 11.661107 0.308832
36 78.766254 54.541598 12.4172 0.302215
37 78.766254 54.520747 11.906568 0.289394
38 78.766254 54.73895 11.596146 0.268204
39 78.766254 53.405497 11.773515 0.249423
40 78.766254 54.355091 11.917037 0.218091
41 78.766254 54.835101 12.013249 0.191699
42 78.766254 56.21271 11.09991 0.175647
43 78.766254 57.390142 10.906229 0.130065
44 78.766254 57.152405 11.017129 0.10024
45 78.766254 56.252875 12.02353 0.102275
46 78.766254 57.799077 11.762802 0.10253
47 78.766254 57.250137 12.24678 0.103089
48 78.766254 57.319202 12.407842 0.103891
49 78.766254 56.775036 12.579257 0.103201
50 78.766254 57.122893 12.084841 0.104665
51 78.766254 57.879217 11.722056 0.105261
52 78.766254 58.560845 11.520142 0.106242
53 78.766254 57.82461 12.558337 0.104839
54 78.766254 58.622771 11.704034 0.107283
55 78.766254 58.924397 11.643923 0.107111
56 78.766254 58.061298 12.480647 0.106463
57 78.766254 57.662824 13.312615 0.105519
58 78.766254 58.197072 13.867253 0.107243
59 78.766254 58.379764 13.442476 0.108207
60 78.766254 58.846916 12.6564 0.110226
61 84.696503 58.895433 14.036521 0.110781
62 84.696503 60.198043 13.27925 0.112222
63 84.696503 59.867461 13.564378 0.113139
64 84.696503 59.409009 15.446314 0.113394
65 84.696503 60.491117 13.871433 0.115225
66 84.696503 60.595271 13.721042 0.115242
67 84.696503 59.808182 14.86627 0.116332
68 84.696503 59.944877 14.571898 0.116075
69 84.696503 59.138291 14.478093 0.117074
70 84.696503 59.622991 13.675509 0.116771
71 84.696503 60.248124 13.070832 0.117265
72 84.696503 59.872168 13.958687 0.116293
73 84.696503 61.200756 12.903956 0.117757
74 84.696503 62.125648 12.295611 0.117102
75 84.696503 61.116273 14.058371 0.116995
76 84.696503 61.830113 13.100318 0.116074
77 84.696503 60.984579 13.023207 0.114388
78 84.696503 61.533783 13.396808 0.113419
79 84.696503 61.918543 13.22811 0.114065
80 84.696503 62.882647 12.937539 0.114537
81 84.696503 62.387806 13.637256 0.112128
82 84.696503 62.529266 13.989188 0.110325
83 84.696503 62.53476 13.308225 0.107023
84 84.696503 62.10283 14.148703 0.10631
85 84.696503 61.920886 13.733814 0.105066
86 84.696503 62.092936 13.588307 0.104151
87 84.696503 62.253382 13.020124 0.104081
88 84.696503 62.381538 13.221769 0.100818
89 84.696503 62.789467 12.526747 0.099901
90 84.696503 62.967214 13.379358 0.100929
91 84.696503 62.257082 13.721324 0.100228
92 84.696503 62.647808 13.045148 0.100214
93 84.696503 62.417177 13.256792 0.101679
94 84.696503 62.905636 13.760646 0.106003
95 84.696503 61.76644 14.19782 0.104472
96 84.696503 60.818857 15.075233 0.104354
97 84.696503 62.36459 14.151741 0.104605
98 84.696503 62.406123 13.44706 0.104675
99 84.696503 62.339225 14.207283 0.102101
100 84.696503 64.021539 13.309651 0.099732
101 84.696503 63.871805 13.653446 0.100886
102 84.696503 62.534006 14.429867 0.100497
103 84.696503 63.003762 13.619562 0.098348
104 84.696503 64.652176 12.625089 0.098867
105 84.696503 64.984999 12.469307 0.097973
106 84.696503 64.548883 12.586799 0.097054
107 84.696503 65.683999 12.571868 0.093292
108 84.696503 66.279387 12.667088 0.093216
109 84.696503 65.481467 13.149426 0.090096
110 84.696503 65.014102 13.537655 0.087913
111 84.696503 64.300034 13.641306 0.090303
112 84.696503 63.963129 13.318136 0.089084
113 84.696503 62.897059 13.606576 0.090893
114 84.696503 64.073356 13.34528 0.089895
115 84.696503 63.835617 14.160987 0.091414
116 84.696503 64.220709 13.256445 0.093608
117 84.696503 64.097437 13.496394 0.090273
118 84.696503 64.226687 13.529984 0.090207
119 84.696503 64.316849 13.819108 0.089834
120 84.696503 64.05404 13.71579 0.091297
121 84.696503 63.765778 13.688922 0.089773
122 84.696503 63.973866 13.687486 0.090668
123 84.696503 64.270746 13.20861 0.090807
124 84.696503 64.610282 13.498938 0.089524
125 84.696503 64.474762 12.610317 0.089469
126 84.696503 64.31082 12.361102 0.088438
127 84.696503 63.443343 13.315131 0.088889
128 84.696503 63.247632 12.904261 0.089189
129 84.696503 63.694549 12.970594 0.088526
130 84.696503 63.929219 13.536247 0.088725
131 84.696503 63.92499 13.34292 0.087689
132 84.696503 64.865938 12.678033 0.088004
133 84.696503 65.225217 13.153936 0.087924
134 84.696503 64.785642 13.461759 0.089939
135 84.696503 64.86231 13.152944 0.090091
136 84.696503 64.780714 13.89739 0.091142
137 84.696503 64.087505 14.291069 0.089927
138 84.696503 64.530521 13.870331 0.08848
139 84.696503 63.527328 15.460813 0.087646
140 84.696503 65.265298 14.387588 0.087826
141 84.696503 64.83874 14.872995 0.088534
142 84.696503 64.937376 14.12279 0.090298
143 84.696503 64.559354 14.377434 0.090546
144 84.696503 63.936519 14.967549 0.090667
145 84.696503 64.670212 14.815547 0.090283
146 84.766406 64.582313 15.208751 0.089606
147 84.766406 65.365962 14.424341 0.088493
148 84.766406 66.896592 13.197863 0.087538
149 84.766406 66.802512 13.392768 0.086915
150 84.766406 66.307263 13.457359 0.087006
151 84.766406 65.620461 13.013794 0.087742
152 84.766406 65.5598 13.28804 0.088
153 84.766406 64.792456 13.457759 0.089476
154 84.766406 65.005897 13.349462 0.090619
155 84.766406 65.097943 13.347549 0.092082
156 84.766406 63.813565 14.103999 0.093805
157 84.766406 64.947935 14.728293 0.095794
158 84.766406 64.861125 14.261078 0.095842
159 84.766406 65.455915 13.785654 0.09608
160 84.766406 64.272339 13.729659 0.093975
161 84.766406 65.613365 12.989646 0.094061
162 84.766406 64.536605 13.478606 0.093971
163 84.766406 65.010407 13.062017 0.09282
164 84.766406 64.583349 13.981346 0.093638
165 84.766406 63.752579 14.396499 0.094162
166 84.766406 63.498032 14.621462 0.09429
167 84.766406 64.039463 14.075654 0.093093
168 84.766406 64.673731 14.019845 0.093009
169 84.766406 64.23684 14.178855 0.095219
170 84.766406 64.958908 13.18574 0.09575
171 84.766406 63.930155 14.239634 0.097459
172 84.766406 64.067004 13.133017 0.098263
173 84.766406 63.723068 14.094649 0.09907
174 84.766406 64.435103 13.61687 0.100166
175 84.766406 64.351009 14.485363 0.09979
176 84.766406 62.9061 14.61632 0.102036
177 84.766406 62.759061 14.340894 0.099909
178 84.766406 62.988879 14.381535 0.100536
179 84.766406 63.357663 14.576394 0.099674
180 84.766406 62.737126 14.364188 0.100809
181 84.766406 62.773849 14.412698 0.101053
182 84.766406 62.959751 14.316818 0.100263
183 84.766406 65.074081 13.310794 0.100213
184 84.766406 65.16924 13.319329 0.100714
185 84.766406 64.911184 12.562823 0.103846
186 84.766406 64.657535 12.667263 0.101374
187 84.766406 62.804128 14.509381 0.10193
188 84.766406 64.29205 12.797636 0.102533
