

gen best mean std div
0 42.565511 -2.780284 8.46816 0.763621
1 42.577313 0.134771 11.077261 0.752751
2 58.930809 5.573601 15.335025 0.748228
3 58.930809 12.943593 17.580513 0.736617
4 58.930809 21.752234 17.597571 0.725384
5 69.960457 29.573866 16.999371 0.697291
6 69.960457 35.534783 14.752521 0.655456
7 69.960457 39.464827 12.47782 0.620213
8 69.960457 41.329883 11.349071 0.591604
9 69.960457 42.219976 10.954986 0.572595
10 69.960457 43.624867 10.809729 0.562902
11 70.242756 45.152739 10.943482 0.534959
12 70.242756 47.522354 10.032331 0.497164
13 70.242756 47.765975 10.286204 0.498917
14 70.242756 48.688756 10.310999 0.481558
15 70.24961 49.240403 10.512723 0.472065
16 74.833029 49.574653 11.529921 0.465567
17 74.833029 48.42987 12.817448 0.462598
18 74.833029 49.26648 12.859442 0.452415
19 74.833029 50.366415 12.364181 0.448016
20 74.833029 51.314136 12.73496 0.432297
21 74.833029 51.587894 13.194038 0.425402
22 74.833029 51.377158 13.485789 0.421091
23 74.833029 52.302337 13.089375 0.432459
24 74.833029 52.888057 13.780946 0.423228
25 78.799418 53.392871 14.018676 0.426137
26 78.799418 53.404137 13.742665 0.42972
27 78.799418 52.605172 15.400389 0.420591
28 78.799418 52.757444 15.248197 0.401211
29 78.799418 52.150767 15.04957 0.394106
30 78.799418 52.278121 13.892803 0.392041
31 78.799418 53.974591 13.315558 0.386271
32 78.799418 52.906228 14.162654 0.388826
33 78.799418 54.117082 13.384703 0.381697
34 78.799418 54.418868 13.457288 0.380488
35 78.799418 53.516025 14.30826 0.384576
36 78.799418 54.013599 13.997139 0.379078
37 78.799418 54.523019 14.275115 0.375519
38 78.799418 53.933946 15.009866 0.365326
39 79.085032 55.412055 14.329084 0.35851
40 79.085032 54.628645 15.051421 0.351795
41 79.085032 54.385568 15.76414 0.350024
42 79.085032 54.699756 14.861646 0.35088
43 79.085032 54.186802 15.691696 0.3396
44 79.085032 54.385427 15.159993 0.339256
45 79.085032 54.453093 14.932222 0.335637
46 79.085032 54.23688 15.438371 0.324514
47 79.085032 55.817641 13.56863 0.317319
48 79.085032 54.886921 14.436809 0.319975
49 79.085032 54.080478 14.689473 0.313963
50 79.085032 55.914809 13.34808 0.298825
51 79.085032 55.705827 14.292232 0.302459
52 79.085032 56.933683 13.401847 0.309504
53 79.085032 56.99383 13.740871 0.301876
