

gen best mean std div
0 46.416789 -2.418535 8.274022 0.763865
1 46.416789 0.002978 10.860723 0.752872
2 46.416789 5.328585 14.107939 0.745854
3 46.550062 12.317958 15.726167 0.73554
4 56.015693 20.668407 15.670455 0.715346
5 70.152375 27.553868 15.431603 0.686511
6 70.152375 32.326037 13.946909 0.653289
7 70.152375 35.853182 13.479481 0.619641
8 70.152375 39.600997 11.353344 0.585056
9 70.152375 40.591939 12.260361 0.572922
10 79.451708 42.693978 12.891427 0.567972
11 79.451708 44.763444 13.499057 0.558169
12 79.451708 44.838432 14.918953 0.545467
13 79.451708 47.70563 15.278323 0.533595
14 79.451708 48.603081 15.116802 0.524722
15 79.451708 50.061051 15.233064 0.497784
16 79.451708 50.838406 16.503424 0.487009
17 79.451708 53.396532 15.627313 0.442455
18 79.451708 53.397293 16.36453 0.418936
19 79.954612 55.771073 15.94235 0.370382
20 90.524183 56.089052 16.662368 0.365226
21 90.524183 56.623561 17.07094 0.31642
22 90.524183 58.109521 16.394127 0.279057
23 90.524183 60.019814 15.683838 0.2599
24 90.524183 59.804206 15.617865 0.226746
25 90.524183 61.303468 15.717827 0.227713
26 90.524183 61.212736 15.759027 0.216432
27 90.524183 62.367616 15.116079 0.229084
28 90.524183 62.230806 16.03192 0.217517
29 90.524183 63.25524 15.643063 0.189838
30 90.524183 61.492234 17.269506 0.173925
31 90.524183 63.48704 16.299404 0.174403
32 90.524183 63.575135 16.860191 0.15438
33 90.524183 63.55165 17.547638 0.154272
34 90.524183 63.840434 17.460259 0.153894
35 90.524183 63.034237 17.336685 0.154038
36 90.524183 62.788835 18.033097 0.153946
37 90.524183 61.582925 17.535439 0.153766
38 90.524183 60.975546 17.358679 0.154087
39 90.524183 61.512579 17.981013 0.090682
40 90.524183 62.100423 17.507418 0.091447
41 90.524183 58.860079 18.397643 0.092363
42 90.524183 60.283458 18.139454 0.090945
43 90.524183 61.346411 17.45404 0.09182
44 90.524183 61.739549 17.724499 0.090553
45 90.524183 60.459781 20.062711 0.088341
46 90.524183 62.107467 18.574429 0.087529
47 90.524183 62.37457 17.577021 0.08512
48 90.524183 63.872085 16.939235 0.083445
49 90.524183 63.422593 18.008144 0.082223
50 90.524183 63.037965 18.037354 0.080503
51 90.524183 64.012302 17.494743 0.079788
52 90.524183 63.842163 16.954826 0.07859
53 90.524183 63.544952 17.838064 0.077123
54 90.524183 62.863113 17.472372 0.077848
55 90.524183 63.910411 17.675806 0.075051
56 90.524183 63.969358 17.301724 0.07642
57 90.62173 64.482153 17.377376 0.077677
58 90.62173 63.525046 18.387969 0.077877
59 90.62173 64.272199 17.486971 0.07724
60 90.62173 63.579752 18.059664 0.078706
61 90.62173 62.686599 18.336349 0.078355
62 90.62173 64.857793 17.272851 0.077709
63 90.62173 65.603282 16.733446 0.078088
64 90.62173 65.916812 16.310893 0.079194
65 90.62173 67.206815 15.024225 0.079391
66 90.62173 66.616743 15.179629 0.081349
67 90.62173 65.70554 15.920135 0.081881
68 90.62173 65.499023 16.451814 0.080285
69 90.62173 64.681482 16.532345 0.080151
70 90.62173 63.144263 18.470877 0.081747
71 90.62173 62.891932 17.376012 0.083612
72 90.62173 62.650629 17.720224 0.083336
73 90.62173 63.483768 17.989806 0.084046
74 90.62173 64.203079 16.583839 0.084198
75 90.62173 63.71749 16.46851 0.084519
76 90.62173 63.347066 16.91555 0.082879
77 90.62173 64.162343 17.108724 0.084387
78 90.62173 63.593197 17.73953 0.084487
79 90.62173 62.834527 18.701894 0.082694
80 90.62173 63.018959 18.845365 0.083021
81 90.62173 64.352477 17.83831 0.084517
82 90.62173 65.422723 16.854375 0.083431
