

gen best mean std div
0 46.084631 -2.125258 9.670917 0.760737
1 48.325612 1.818517 12.636921 0.754256
2 48.325612 6.417273 13.793156 0.746247
3 48.325612 11.501655 15.063537 0.739829
4 50.735702 16.959019 15.863451 0.726361
5 50.735702 22.954428 14.748298 0.713951
6 58.522383 27.58069 15.405006 0.697582
7 58.522383 31.863197 13.857937 0.677316
8 73.513368 34.445854 14.835679 0.64827
9 73.513368 37.733781 14.686524 0.624313
10 73.513368 38.962991 14.527948 0.6175
11 73.513368 41.448626 14.080901 0.609538
12 75.091712 43.846804 14.012636 0.58396
13 75.091712 45.748363 13.474043 0.563848
14 75.091712 46.470057 13.451838 0.559059
15 75.091712 48.113104 13.724819 0.552042
16 75.091712 48.050736 12.736353 0.542917
17 75.09394 47.914383 13.478679 0.535684
18 75.09394 49.734636 12.864744 0.514195
19 75.09394 49.633769 13.283813 0.496492
20 75.09394 49.343505 13.197925 0.478818
21 75.09394 48.916353 13.523242 0.479753
22 75.09394 48.12026 13.582538 0.471331
23 75.09394 48.391714 14.394941 0.464248
24 75.135243 49.293322 14.385553 0.45487
25 75.135243 49.834325 14.32785 0.450832
26 75.135243 50.854208 13.946973 0.446651
27 75.135243 52.111704 12.897556 0.446084
28 79.102868 52.257806 14.056041 0.444297
29 79.102868 53.105783 14.665234 0.436188
30 79.102868 54.386135 14.677858 0.422787
31 79.102868 54.070164 15.199108 0.40859
32 79.102868 54.834821 15.108656 0.392313
33 79.102868 55.225746 13.40894 0.387406
34 79.102868 55.129767 13.740765 0.377891
35 79.102868 55.136603 13.618462 0.352925
36 79.102868 55.403091 13.882089 0.330333
37 79.102868 56.219151 12.631855 0.332854
38 79.102868 54.910349 14.122904 0.325242
39 79.102868 55.725071 13.666088 0.317254
40 79.102868 55.061959 14.118619 0.300401
41 79.102868 54.430017 13.963742 0.289353
42 79.102868 54.14271 14.357306 0.276091
43 79.102868 54.949432 13.765409 0.286385
44 79.102868 55.110058 13.574895 0.279248
45 79.102868 54.581509 14.145999 0.283326
46 79.102868 55.255394 13.412235 0.299847
47 79.102868 54.196719 14.916844 0.295519
48 79.102868 54.431934 14.847066 0.270883
49 79.102868 55.223534 14.559278 0.27793
50 79.102868 53.827174 15.805036 0.274128
51 79.102868 53.07397 16.600255 0.260871
52 79.102868 53.8223 16.240145 0.25297
