

gen best mean std div
0 21.241074 -4.172881 5.675271 0.763262
1 21.241074 -2.582716 7.014523 0.750307
2 22.112089 -0.411893 8.36548 0.740276
3 29.275872 2.613222 9.792604 0.732798
4 29.275872 6.682426 9.711097 0.715634
5 29.275872 10.199918 8.968459 0.697583
6 31.165053 13.214897 7.67682 0.676246
7 31.261875 15.859639 6.506681 0.656507
8 33.081028 17.719504 6.710591 0.626622
9 33.081028 18.375552 6.33744 0.590184
10 35.1515 19.721685 6.89546 0.567617
11 35.1515 20.856093 7.367277 0.486146
12 35.1515 22.50287 7.270623 0.457497
13 35.1515 23.211046 7.177284 0.39829
14 40.026571 23.91302 7.553348 0.326507
15 40.026571 24.583994 7.718138 0.313529
16 40.026571 25.48065 7.534072 0.298405
17 41.772908 26.43329 7.368874 0.226442
18 41.772908 26.699442 6.941267 0.211766
19 41.772908 27.088677 7.721928 0.198276
20 41.772908 27.121683 7.561963 0.198483
21 41.772908 27.027873 7.91201 0.144436
22 41.772908 27.294626 8.120655 0.144223
23 41.772908 27.382757 9.011948 0.136024
24 41.772908 27.851806 8.693503 0.135692
25 49.116328 28.628298 9.254614 0.135895
26 49.116328 28.330721 9.425927 0.111775
27 49.116328 29.641439 9.441254 0.112213
28 52.588952 29.890123 10.25918 0.087184
29 52.588952 30.387927 10.623352 0.085399
30 52.588952 30.40045 10.319521 0.083829
31 52.588952 30.382916 10.613049 0.083926
32 52.588952 31.11226 10.553235 0.082969
33 52.588952 30.299404 11.432994 0.079664
34 52.588952 30.194012 11.707585 0.077825
35 52.588952 30.208337 11.513831 0.077615
36 52.588952 30.316038 11.894561 0.076652
37 52.588952 29.492901 12.512446 0.076014
38 52.588952 29.845925 12.66318 0.076233
39 52.588952 30.673052 12.649034 0.073296
40 52.588952 30.546743 12.481179 0.073061
41 52.588952 30.852565 12.500483 0.073593
42 52.588952 31.189667 12.632761 0.074635
43 52.588952 31.54097 12.132061 0.073864
44 52.588952 31.435631 12.272748 0.071609
45 52.588952 30.747671 13.073474 0.071021
46 52.588952 31.408594 13.011632 0.069092
47 52.588952 30.152617 13.857352 0.066614
48 52.588952 30.329247 13.63018 0.066198
49 52.588952 31.129223 13.393086 0.065033
50 52.588952 30.133509 13.513292 0.065316
