

gen best mean std div
0 30.735818 -3.354108 6.691377 0.761395
1 30.735818 -0.984842 8.98242 0.749444
2 39.468015 2.022534 11.124013 0.740609
3 39.468015 6.420754 12.739892 0.736247
4 39.490144 12.305224 12.742987 0.722756
5 39.490144 16.41004 12.343391 0.700079
6 39.490144 20.932462 11.44324 0.664436
7 47.538788 23.875165 10.403228 0.629434
8 47.538788 25.365408 10.488144 0.586299
9 51.299039 26.66978 10.818544 0.552027
10 56.132008 27.448846 11.647432 0.515612
11 56.132008 30.138177 11.118499 0.465958
12 56.132008 30.494664 11.536767 0.431252
13 56.132008 32.211931 11.310707 0.418938
14 63.29758 34.511781 11.422701 0.367672
15 63.29758 35.380324 11.668291 0.290914
16 63.29758 36.723091 11.767348 0.278259
17 63.29758 37.102685 12.99702 0.278636
18 70.423135 37.898131 13.497121 0.226866
19 70.423135 37.318743 14.794133 0.211888
20 77.554028 38.944103 15.353357 0.210755
21 77.554028 39.414754 15.709919 0.192019
22 77.554028 42.185638 15.516151 0.169844
23 77.554028 43.064338 16.197734 0.144104
24 77.554028 43.839354 16.161134 0.144922
25 77.554028 44.962918 16.476237 0.14471
26 77.554028 45.826621 17.115882 0.101045
27 77.554028 44.518262 18.922169 0.098171
28 77.554028 46.525527 17.592793 0.094791
29 77.554028 47.42741 17.088648 0.09525
30 85.42517 46.653603 19.139279 0.094805
31 85.42517 46.190708 19.238889 0.091972
32 85.42517 47.20481 19.654114 0.088373
33 85.42517 46.859628 19.805146 0.081856
34 85.42517 47.714235 19.489057 0.081598
35 85.593859 50.461282 20.018645 0.08215
36 85.593859 50.087132 19.963974 0.079496
37 85.593859 49.64019 20.732953 0.08197
38 85.593859 49.913424 21.499947 0.080042
39 85.593859 50.378512 21.200671 0.080799
40 85.593859 50.911247 21.91395 0.080659
41 85.593859 51.378097 20.990474 0.080203
42 85.593859 50.8435 21.588967 0.080149
43 85.593859 50.915706 22.432723 0.080982
44 85.593859 49.098465 23.07765 0.081288
45 85.593859 51.540926 21.043435 0.078775
46 85.593859 52.228941 20.698823 0.080463
47 85.593859 53.751271 20.277205 0.077892
48 85.593859 54.405968 20.240728 0.077512
49 85.593859 52.763125 22.437526 0.075872
50 85.593859 52.647443 22.498671 0.071906
51 85.593859 52.762856 22.475108 0.072418
52 85.593859 52.502764 23.489189 0.071496
53 85.593859 55.039933 21.444718 0.070849
54 85.593859 53.933345 23.449684 0.06973
55 85.593859 53.331002 23.091865 0.06882
56 85.593859 54.720522 22.351815 0.06615
57 85.593859 54.16404 22.912565 0.066855
58 85.593859 53.976596 22.479239 0.065246
59 85.593859 54.59531 21.991879 0.063743
60 85.593859 54.774031 21.45641 0.063421
61 85.593859 54.64383 21.940156 0.061904
62 85.593859 55.016628 22.55856 0.062385
63 85.593859 54.567659 22.723564 0.062895
64 85.593859 55.926244 22.075233 0.061195
65 85.593859 56.004401 20.514798 0.062781
66 85.593859 54.027663 21.590417 0.063579
67 85.593859 53.715997 22.028896 0.061999
68 85.593859 53.394924 22.062248 0.062102
69 85.593859 52.259114 22.091719 0.06294
70 85.593859 52.738567 21.167667 0.061602
71 85.593859 53.206715 21.41454 0.063317
72 85.593859 51.6112 22.822764 0.061375
73 85.593859 53.370535 21.75518 0.060772
74 85.593859 53.529372 21.469812 0.060087
75 85.593859 52.645377 20.935299 0.061844
76 85.593859 52.456678 22.315289 0.061419
77 85.593859 53.067635 22.668997 0.06248
78 85.593859 54.174401 22.35683 0.06401
79 85.593859 54.547694 22.730051 0.063825
80 85.593859 54.705793 22.112333 0.063544
81 85.593859 54.0695 21.635526 0.063605
82 85.593859 53.50343 21.674714 0.065833
83 85.593859 53.30082 22.151758 0.067221
84 85.593859 55.012164 21.130127 0.066372
85 85.593859 54.980286 20.517354 0.066139
86 85.593859 53.597003 22.322272 0.06628
87 85.593859 52.995875 23.188749 0.06714
88 85.593859 54.591999 21.221207 0.065477
89 85.593859 54.809805 21.10778 0.065936
90 85.593859 54.917906 20.882478 0.065637
91 85.593859 54.284015 20.91508 0.06323
92 85.593859 52.355285 22.269392 0.063637
93 85.593859 51.449607 22.550652 0.062836
94 85.593859 50.627095 22.590171 0.064122
95 85.593859 50.345198 23.145809 0.063249
96 85.593859 52.642706 22.282004 0.061712
97 85.593859 51.671517 22.179489 0.061303
98 85.593859 53.520521 21.409044 0.061348
99 85.593859 53.237792 21.57939 0.062335
100 85.593859 53.010902 22.195078 0.061926
101 85.593859 53.251881 22.43317 0.061419
102 85.593859 55.385115 20.430147 0.059902
103 85.593859 53.915579 20.738311 0.059406
104 85.593859 55.035201 19.630002 0.059114
105 85.593859 54.968066 21.344324 0.058243
106 85.593859 53.766167 22.383696 0.058593
107 85.593859 54.261946 21.761061 0.059484
108 85.593859 55.081835 21.691588 0.059781
109 85.593859 54.48808 22.857427 0.061408
110 85.593859 55.154212 23.283206 0.060564
111 85.593859 54.767847 24.810272 0.058807
112 85.593859 57.14423 22.971273 0.058721
113 85.593859 57.848868 23.202741 0.059638
114 85.593859 56.833071 22.82796 0.060006
115 85.593859 56.434885 22.796392 0.05875
116 85.593859 57.396475 22.123585 0.059312
117 85.593859 57.273692 22.676141 0.060718
118 85.593859 57.833776 21.694016 0.061038
119 85.593859 57.710481 22.023958 0.061088
120 85.593859 55.560538 23.496506 0.060813
121 85.593859 54.000553 23.010285 0.061995
122 85.593859 54.523308 23.636774 0.062622
123 85.593859 56.819293 22.119382 0.060286
124 85.593859 56.639549 22.239676 0.060544
125 85.593859 54.097304 22.953759 0.059683
126 85.593859 54.059601 22.193328 0.060462
127 85.593859 54.683028 22.743178 0.061486
128 85.593859 54.267462 22.062477 0.062695
129 85.593859 54.526736 22.614461 0.061553
130 85.593859 55.543922 22.271849 0.06141
131 85.593859 54.654669 22.420526 0.061902
132 85.593859 55.092831 21.138108 0.061401
133 85.593859 55.295816 21.526255 0.061495
134 85.593859 53.079672 22.802158 0.061159
135 85.593859 52.521752 22.89845 0.060657
136 85.593859 53.386816 23.686389 0.057869
137 85.593859 54.06452 22.871471 0.056028
138 85.593859 54.656842 22.126456 0.055458
139 85.593859 54.871653 22.316395 0.056165
140 85.593859 55.186712 23.279965 0.055769
141 85.593859 54.264116 24.649076 0.054504
142 85.593859 53.825465 24.732556 0.054278
143 85.593859 53.476831 24.353617 0.053479
144 85.593859 53.804615 23.082455 0.053705
145 85.593859 53.647763 22.936293 0.053461
146 85.593859 55.418849 22.319889 0.053188
147 85.593859 54.88336 23.674363 0.053407
148 85.593859 52.509443 23.101925 0.054374
149 85.593859 51.37251 24.603471 0.054683
150 85.593859 52.721825 23.375564 0.054757
151 85.593859 53.628657 23.141873 0.055018
152 85.593859 53.260006 24.337976 0.055483
153 85.593859 54.88882 22.441963 0.055138
154 85.593859 56.606243 22.381929 0.054174
155 85.593859 55.75877 23.045846 0.053202
156 85.593859 55.694458 22.808155 0.0509
157 85.593859 56.269034 23.083557 0.051302
158 85.593859 57.394441 22.311813 0.052815
159 85.593859 56.418555 23.188597 0.052249
160 85.593859 56.585246 23.107606 0.052986
161 85.593859 55.342948 24.804566 0.051409
162 85.593859 55.759487 25.041407 0.05089
163 85.593859 55.43943 25.115632 0.05159
164 85.593859 54.288687 25.46166 0.050587
165 85.593859 55.996167 24.340345 0.049577
166 85.593859 56.362134 24.382894 0.04862
167 85.593859 57.800486 23.147587 0.047762
168 85.593859 58.138783 22.784356 0.046776
169 85.593859 56.269649 24.182749 0.047444
170 85.593859 55.951571 24.112531 0.048747
171 85.593859 56.664114 23.903735 0.04948
172 85.593859 56.523341 24.413978 0.047949
173 85.593859 56.760792 24.083581 0.04867
174 85.593859 55.401338 24.486235 0.049916
175 85.593859 57.37883 23.235618 0.050567
176 85.593859 56.951642 22.414064 0.050507
177 85.593859 55.616354 23.630142 0.050363
178 85.593859 55.700803 23.145394 0.049058
179 85.593859 55.16905 23.662373 0.049398
180 85.593859 55.63913 24.002155 0.049432
181 85.593859 57.162876 22.360857 0.050931
182 85.593859 57.03537 23.251895 0.050834
183 85.593859 55.677256 24.597968 0.049041
184 85.593859 55.930109 24.681671 0.048995
185 85.593859 56.236214 23.924236 0.048983
186 85.593859 56.080364 24.805647 0.047734
187 85.593859 57.159096 24.087668 0.047026
188 85.593859 57.13921 22.920505 0.04782
189 85.593859 56.541874 24.017528 0.048105
190 85.593859 57.354146 23.756603 0.048032
191 85.593859 55.157749 24.873749 0.048646
192 85.593859 57.265808 23.70562 0.048336
193 85.593859 58.42997 23.019231 0.049286
194 85.593859 58.290396 22.842861 0.048998
195 85.593859 57.76987 23.367086 0.047272
196 85.593859 57.072401 22.82814 0.047212
197 85.593859 56.448626 23.175121 0.047936
198 85.593859 55.994278 23.617422 0.048486
199 85.593859 56.459019 23.156065 0.049742
