

gen best mean std div
0 21.851279 -4.184416 5.093568 0.764023
1 34.944407 -1.872736 8.630961 0.743219
2 34.944407 1.231639 10.546848 0.737449
3 38.050022 5.989426 12.504683 0.722143
4 38.050022 11.369651 12.388808 0.700829
5 38.050022 15.860717 12.201184 0.662669
6 43.235495 18.810018 12.27523 0.621835
7 44.487189 23.786229 10.127641 0.574974
8 44.487189 25.345414 10.616474 0.560978
9 44.897552 26.635422 10.253623 0.527933
10 47.106934 28.270255 10.200232 0.504756
11 47.106934 28.128263 10.350137 0.497294
12 47.106934 28.814167 9.902617 0.476242
13 57.807319 29.871932 11.01741 0.454246
14 57.807319 31.213821 11.042376 0.441845
15 57.807319 31.577595 12.087775 0.432204
16 57.807319 32.378811 11.620719 0.434547
17 57.807319 32.766511 11.930378 0.424306
18 67.316257 35.156624 11.513741 0.427887
19 67.316257 35.790803 12.490974 0.430907
20 67.316257 35.447741 13.003137 0.42803
21 67.316257 35.054255 13.644693 0.428075
22 67.316257 35.392645 13.724895 0.430933
23 67.316257 36.541838 13.729927 0.432509
24 67.316257 38.406183 13.343929 0.432895
25 67.316257 37.881491 14.240315 0.430082
26 67.316257 38.154216 14.568983 0.418602
27 67.316257 39.556507 14.447764 0.392854
28 67.316257 40.256888 14.117665 0.378399
29 67.316257 41.563147 13.848543 0.384127
30 67.316257 41.327108 13.887739 0.375021
31 67.316257 41.759607 14.621351 0.344137
32 67.316257 42.598667 14.158389 0.322679
33 67.316257 41.629461 15.08362 0.299173
34 67.316257 42.108241 14.041692 0.309048
35 67.316257 42.462034 14.109859 0.293669
36 67.316257 41.834675 14.266594 0.282381
37 67.316257 43.623425 13.985043 0.248564
38 67.316257 43.50206 13.662111 0.234005
39 67.316257 43.174556 13.945504 0.232112
40 67.316257 43.589437 13.394859 0.21586
41 67.316257 44.154655 13.3997 0.196388
42 67.316257 43.746749 13.498108 0.160754
43 67.316257 43.620851 13.399209 0.175764
44 70.127722 43.953021 13.464502 0.117377
45 70.127722 44.478058 13.835173 0.063898
46 70.127722 44.176924 14.094832 0.064121
47 70.127722 44.605314 14.596719 0.06468
48 70.127722 44.969229 14.286921 0.065773
49 70.127722 44.448575 13.06622 0.065776
50 70.127722 43.42445 13.587689 0.06624
51 70.127722 43.263775 14.53728 0.065379
52 70.127722 43.217739 15.044578 0.065558
53 70.127722 43.175591 15.703024 0.064888
54 70.321665 44.062494 15.258375 0.064619
55 70.321665 44.280377 14.740567 0.065109
56 70.321665 43.201883 14.424698 0.06545
57 70.321665 44.592347 14.61066 0.064953
58 70.321665 44.924448 14.684463 0.065812
59 70.321665 46.207221 13.944808 0.065625
60 70.321665 45.960057 13.99716 0.065298
61 70.321665 45.431521 14.225811 0.066045
62 70.321665 46.202791 14.27833 0.06669
63 70.321665 44.76486 14.220762 0.067732
64 70.321665 45.545601 14.293688 0.068567
65 70.321665 45.040058 14.863261 0.068673
66 70.321665 43.910649 14.978481 0.06826
67 70.321665 44.150842 14.558868 0.069038
68 70.386081 43.807958 14.718774 0.070084
69 70.386081 43.092079 15.070117 0.067835
70 70.386081 43.928259 14.457769 0.068843
71 70.386081 44.165873 14.382365 0.069663
72 77.101024 43.684515 16.692993 0.07083
73 77.101024 45.267889 16.230065 0.070084
74 77.101024 46.256275 15.997635 0.070602
75 77.101024 47.613169 15.581486 0.071116
76 77.101024 48.365337 15.507097 0.071451
77 77.101024 48.766024 15.201483 0.071386
78 77.101024 48.786628 15.702094 0.071734
79 77.101024 48.994665 16.141802 0.071301
80 77.101024 48.288267 16.343704 0.071451
81 77.101024 47.804827 16.487049 0.070413
82 77.101024 47.41383 17.2217 0.07079
83 77.101024 47.831361 16.07473 0.070958
84 77.101024 47.830746 16.562286 0.071062
85 77.101024 47.390166 16.457681 0.070614
86 77.101024 47.451137 16.15717 0.070754
87 77.101024 46.485251 17.531258 0.070192
88 77.101024 47.163897 17.656462 0.070214
89 77.101024 47.248318 17.799111 0.070221
90 77.101024 47.950167 17.653987 0.06969
91 77.101024 48.769559 17.891546 0.068992
92 77.101024 47.643766 18.283535 0.069143
93 77.101024 46.997223 18.327773 0.070423
94 77.101024 47.158659 18.15882 0.070036
95 77.101024 47.060739 17.92484 0.071062
96 77.101024 46.029436 18.62634 0.070822
97 77.101024 45.988518 18.558469 0.07025
98 77.101024 45.780625 19.251717 0.069234
99 77.101024 46.60366 18.562627 0.067295
100 77.101024 47.402849 18.272698 0.0666
101 77.101024 48.911152 17.739736 0.067256
102 77.101024 49.194558 17.1148 0.067828
103 77.101024 48.400618 17.894531 0.065675
104 77.101024 48.762506 18.169654 0.066407
105 77.101024 49.743659 17.659127 0.065745
106 77.101024 49.222451 18.347997 0.065864
107 77.101024 48.339197 18.851945 0.065213
108 77.101024 49.947639 17.754898 0.065039
109 77.101024 48.420736 18.797329 0.06674
110 77.101024 47.370122 19.585349 0.067043
111 77.101024 48.45458 19.09313 0.067299
112 77.101024 46.919797 19.628596 0.065745
113 77.101024 47.676063 19.327918 0.062892
114 77.101024 47.827037 19.649368 0.062445
115 77.101024 48.849334 19.533806 0.060056
116 77.101024 48.1563 19.690404 0.060456
117 77.101024 45.458976 20.30455 0.059028
118 77.101024 47.221388 19.199576 0.057262
119 77.101024 46.576682 19.060032 0.05792
120 77.101024 46.675992 18.683728 0.058707
121 77.101024 46.419448 18.814462 0.05947
122 77.101024 47.610031 18.649586 0.060323
123 77.101024 48.116182 18.243708 0.059382
124 77.101024 46.122825 18.867364 0.060142
125 77.101024 48.091075 18.124227 0.061048
126 77.101024 47.995977 18.502006 0.058018
127 77.101024 48.61501 17.902866 0.058068
128 77.101024 48.439688 18.920819 0.0594
129 77.101024 47.156479 19.239407 0.05926
130 77.101024 46.737062 19.477391 0.058889
131 77.101024 47.186923 19.207325 0.059721
132 77.101024 46.717584 19.334434 0.060628
133 77.101024 47.214658 19.112682 0.058918
134 77.101024 45.688612 18.509132 0.060179
135 77.101024 47.130225 18.240436 0.059502
136 77.101024 47.170792 18.504414 0.058799
137 77.101024 46.637728 18.615585 0.059093
138 77.101024 46.108905 19.014871 0.057323
139 77.101024 46.567315 19.510172 0.058207
140 77.101024 47.527219 19.0063 0.056714
141 77.101024 47.12063 18.554252 0.054339
142 77.101024 48.048216 18.595681 0.053806
143 77.101024 47.347729 17.950287 0.054592
144 77.101024 46.737323 18.093885 0.055167
145 77.101024 46.261746 17.973458 0.057485
146 77.101024 45.364541 19.066895 0.057558
147 77.101024 46.522019 18.607173 0.057652
148 77.101024 45.705035 17.834634 0.058978
149 77.101024 46.300541 17.050371 0.057933
150 77.101024 46.738531 17.420812 0.057622
151 77.101024 45.922194 18.026577 0.057261
152 77.101024 46.461178 18.108943 0.056601
153 77.101024 46.463297 18.16298 0.057789
